x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.26098698,0.2844665,-6.513222e-7,0.3768652,0.37428823,-0.03788667,0.49022484,0.40352204,-0.060664106,0.57081187,0.3886446,-0.08026134,0.64070386,0.37481415,-0.09313618,0.4501018,0.24686547,-0.07336842,0.42668396,0.4478969,-0.12288756,0.39479458,0.42112568,-0.15042949,0.40338108,0.35462826,-0.17032032,0.38024253,0.209345,-0.07854429,0.35893854,0.4517752,-0.11942697,0.34487587,0.40780342,-0.12511857,0.3537868,0.33183715,-0.13760015,0.31467068,0.20606907,-0.08822919,0.29517025,0.433176,-0.122383475,0.28498802,0.39521676,-0.11146373,0.29421225,0.3357914,-0.10945867,0.257959,0.22330192,-0.10295288,0.2445634,0.40377554,-0.1207236,0.24127711,0.37520415,-0.11600587,0.24873236,0.31421962,-0.119071156,alif
0.39823374,0.22689584,1.4325379e-7,0.47779587,0.33510208,0.009645024,0.55188054,0.3534046,0.0011748843,0.61043876,0.35062262,-0.015677704,0.65858877,0.3332878,-0.031681877,0.6079858,0.24271983,-0.0038263765,0.6066494,0.3892146,-0.044825267,0.57188416,0.46106738,-0.072589695,0.5430764,0.51436925,-0.09024815,0.5991916,0.20427684,-0.029354729,0.5921268,0.38430992,-0.077140644,0.5537052,0.4615398,-0.09730254,0.51974154,0.5167488,-0.106629476,0.57537055,0.18426766,-0.05787116,0.5701379,0.36254808,-0.101419434,0.5429198,0.4449531,-0.11010405,0.5207715,0.5019292,-0.11006366,0.5396632,0.18201648,-0.08657107,0.5510959,0.29597545,-0.12070985,0.55277085,0.3694739,-0.13377987,0.5543513,0.43516117,-0.1396812,kha
0.33927053,0.2551978,6.2817287e-7,0.40744364,0.3876328,0.01237325,0.49688777,0.43973193,0.0061776866,0.5672148,0.45336014,-0.008283423,0.61590683,0.43093005,-0.02279614,0.5854292,0.35520813,0.0056962385,0.5696167,0.51805985,-0.024226593,0.5512306,0.6111233,-0.04779298,0.5378048,0.6880153,-0.065188885,0.5770239,0.33145514,-0.020070719,0.56159323,0.52800363,-0.050520733,0.54379785,0.6329875,-0.064328305,0.531263,0.7250337,-0.07343003,0.548771,0.32563016,-0.048424277,0.5385638,0.52268976,-0.07784848,0.52731425,0.6328357,-0.08482843,0.5231946,0.724157,-0.087450266,0.50389737,0.33715498,-0.07698764,0.5073628,0.49314913,-0.09378477,0.5088521,0.58412683,-0.0973418,0.515859,0.66390073,-0.100326225,kha
0.37690037,0.49024943,-1.00706714e-7,0.44388175,0.40216827,0.02713553,0.51102674,0.38538527,0.038682394,0.56606406,0.41834706,0.04758726,0.59532386,0.4578869,0.05416699,0.5512034,0.39223224,-0.011902202,0.63573456,0.3769823,-0.022815438,0.69103175,0.37169224,-0.024351278,0.7309975,0.3724172,-0.024257196,0.5529343,0.4628973,-0.029228743,0.6598034,0.4693201,-0.043527156,0.7267251,0.4802375,-0.04911913,0.7748258,0.4921705,-0.052420627,0.54387957,0.53570384,-0.042667262,0.6439487,0.5674691,-0.06185095,0.70610976,0.5901163,-0.07835453,0.75067693,0.6078354,-0.08765319,0.5270781,0.60357577,-0.050912645,0.59063673,0.6685788,-0.06748213,0.62924564,0.7082622,-0.07855367,0.6627752,0.73930544,-0.08499818,unknown
0.19517852,0.57438487,1.9384036e-7,0.31473303,0.65581137,0.021215195,0.41326058,0.66153425,0.0210916,0.48487455,0.67598814,0.007588191,0.54620314,0.6974828,-0.0050449832,0.44878295,0.44847226,0.040879153,0.524549,0.38609156,0.022388682,0.5777729,0.40077385,0.008441679,0.6225853,0.41582423,-0.0025368812,0.43374583,0.41167888,0.009242683,0.51648736,0.50562406,-0.027237225,0.45774668,0.58069897,-0.04004518,0.41811055,0.5794728,-0.039576333,0.41022125,0.39644307,-0.024021883,0.4843017,0.50656164,-0.06578863,0.42094284,0.56599027,-0.054517932,0.38219747,0.5437285,-0.03495355,0.3816346,0.39434254,-0.055671766,0.44910568,0.48327488,-0.08157286,0.40856704,0.5323242,-0.06544874,0.37462515,0.5116211,-0.04661165,raa
0.25946182,0.36753884,-6.201082e-7,0.37214512,0.44702315,-0.03543598,0.4803555,0.48942402,-0.06342088,0.56479067,0.4901045,-0.08981797,0.6420761,0.46540403,-0.10969529,0.445927,0.34338132,-0.080612764,0.4238169,0.5760379,-0.1381386,0.38842702,0.5516261,-0.16609986,0.38725406,0.48414,-0.1824057,0.37157157,0.3060563,-0.08829622,0.35024562,0.58071494,-0.134478,0.32563367,0.5386189,-0.13529316,0.32772842,0.46804333,-0.14178066,0.30293944,0.30811736,-0.10022592,0.28064942,0.5667916,-0.13806751,0.26294586,0.5279404,-0.119368404,0.2679168,0.46667954,-0.1105339,0.24400677,0.3282745,-0.11684762,0.22467645,0.5348249,-0.13484628,0.21705636,0.5059224,-0.123547174,0.22250682,0.44201994,-0.12066478,alif
0.44311544,0.1814455,7.129164e-7,0.46414474,0.2874798,-0.0031997012,0.5009909,0.3758732,-0.016329722,0.52028227,0.44825295,-0.034757484,0.51872784,0.5302822,-0.04996634,0.5976211,0.33262318,-0.0006400961,0.62064505,0.41750926,-0.028667836,0.6250557,0.48748416,-0.048116628,0.62170327,0.5436885,-0.05885242,0.6139511,0.28852335,-0.01911781,0.6720603,0.3910042,-0.047707595,0.6637567,0.46310577,-0.054451387,0.64701307,0.5142301,-0.05383974,0.6081628,0.24962795,-0.04114186,0.58756745,0.3800581,-0.075427204,0.54109424,0.35815656,-0.064583495,0.5205365,0.32686794,-0.04756449,0.58126473,0.2271149,-0.06448834,0.555302,0.34505787,-0.08548017,0.5224238,0.32263902,-0.07281768,0.5162783,0.2862118,-0.057978574,thal
0.30259916,0.17201914,5.452058e-7,0.38761562,0.28599212,-0.0049342983,0.48107886,0.33102882,-0.024980295,0.5559397,0.33620983,-0.049461428,0.61240005,0.32029817,-0.07299152,0.55343294,0.2319496,-0.037211068,0.536871,0.40785757,-0.08253273,0.514768,0.5033402,-0.11151082,0.5005605,0.58423936,-0.13155355,0.527219,0.19961947,-0.058231026,0.50883937,0.4066452,-0.10434713,0.49041173,0.51381415,-0.12032689,0.4804135,0.60961807,-0.1319081,0.4844263,0.18719253,-0.0820662,0.47155046,0.39355907,-0.12720035,0.46571085,0.5098346,-0.1363663,0.46676984,0.6086398,-0.13944544,0.43247494,0.19775116,-0.10661841,0.4333908,0.36372346,-0.13498098,0.43697512,0.45685238,-0.14226079,0.44821337,0.53629243,-0.14730546,kha
0.33637568,0.5210402,2.2786152e-7,0.37536716,0.39668733,-0.007021306,0.4391397,0.3153122,-0.018074587,0.50283414,0.26402032,-0.02842602,0.5287706,0.19421357,-0.04164989,0.52123415,0.4079641,-0.037984803,0.61886996,0.38293037,-0.055727504,0.67813027,0.37678483,-0.064196706,0.72460914,0.37561983,-0.07005957,0.52845526,0.48794207,-0.04647792,0.64183193,0.47329947,-0.06603952,0.7092696,0.47207037,-0.075978495,0.75920546,0.47500947,-0.082215816,0.5178793,0.5613455,-0.053805005,0.6249742,0.55827904,-0.074513696,0.6925292,0.5592786,-0.08920418,0.74330974,0.5590662,-0.09782352,0.49703774,0.6284267,-0.05993399,0.5794082,0.64911956,-0.07750496,0.6302256,0.66036874,-0.08651564,0.67413545,0.6706216,-0.09156381,unknown
0.42387873,0.16405623,-6.0457346e-9,0.43383908,0.2812677,0.0020758526,0.46418193,0.3808983,-0.013728184,0.47527888,0.462161,-0.035908848,0.47990423,0.5409184,-0.056512088,0.5900124,0.33744472,-0.01684668,0.63318396,0.42349645,-0.04547515,0.6427801,0.4939511,-0.060161546,0.6462993,0.55073386,-0.06869231,0.6026216,0.2936838,-0.037551075,0.5512404,0.43220028,-0.07285397,0.5022781,0.3848602,-0.07323582,0.50551337,0.33590308,-0.066458546,0.5940988,0.2584864,-0.059702262,0.5364014,0.38468271,-0.09497435,0.49274963,0.3420293,-0.07963578,0.50115335,0.29834896,-0.062069755,0.57062435,0.22760673,-0.08213929,0.53720415,0.33699116,-0.10130975,0.5016744,0.31593,-0.08447273,0.5027923,0.27091652,-0.068178065,dal
0.42566693,0.16760947,-1.9456627e-8,0.4369052,0.28514606,0.0042274995,0.4677465,0.38545954,-0.010364713,0.47809377,0.46752366,-0.031922393,0.48007044,0.5461185,-0.051954392,0.5923679,0.33741194,-0.014116456,0.6363619,0.42186454,-0.04241742,0.6454056,0.49116546,-0.056731038,0.64784026,0.54761523,-0.06491987,0.60446113,0.29417148,-0.03575647,0.5528165,0.43283996,-0.070669375,0.5047982,0.38452375,-0.070681125,0.5087301,0.3353807,-0.06351299,0.59585446,0.25916994,-0.058841694,0.53749347,0.3844503,-0.09395183,0.4945099,0.3406859,-0.0785181,0.5032021,0.2968046,-0.060685042,0.5725434,0.22801198,-0.08203297,0.53871405,0.33673996,-0.100530416,0.5035581,0.31607053,-0.08326199,0.5046096,0.27148154,-0.06658021,dal
0.45634475,0.17761378,1.3016525e-7,0.4635569,0.29708016,0.005627383,0.50755095,0.44942436,-0.005215891,0.5215355,0.562235,-0.025058188,0.51422817,0.6583846,-0.044537008,0.64874923,0.41416606,0.0042943666,0.7170344,0.48857617,-0.01890896,0.7455264,0.5577507,-0.0340362,0.7697246,0.61341214,-0.043657534,0.68215096,0.34886524,-0.014762474,0.65092546,0.4946428,-0.047298018,0.5814534,0.43731484,-0.04934332,0.57668465,0.3825753,-0.039552934,0.6799716,0.29027984,-0.03450954,0.6562697,0.43133432,-0.076169305,0.5851866,0.39350405,-0.061056063,0.58598137,0.3355937,-0.03761148,0.6673901,0.24221724,-0.052267753,0.64943147,0.37762648,-0.072124824,0.5925019,0.3610704,-0.048425566,0.58430815,0.30475116,-0.024458427,dal
0.40233836,0.22939084,4.798468e-7,0.4241266,0.29729328,-0.032119546,0.47548428,0.32852104,-0.045854248,0.5152284,0.26831293,-0.059387133,0.5462363,0.20794995,-0.07156016,0.5636801,0.33761415,-0.016259901,0.6242466,0.37356162,-0.033768166,0.66393864,0.39072806,-0.045971725,0.6987596,0.40119755,-0.055421825,0.5684282,0.2723068,-0.019070935,0.64666486,0.25792655,-0.046224385,0.6944505,0.24851921,-0.06596389,0.73526543,0.23738608,-0.07573848,0.5530372,0.21454436,-0.025943626,0.59035915,0.19561669,-0.07331759,0.5390219,0.20970619,-0.08886008,0.5041635,0.22117355,-0.08590292,0.52589273,0.16783689,-0.03435719,0.5393498,0.1623151,-0.077815995,0.49875724,0.18215355,-0.08800979,0.4699294,0.20357835,-0.08568959,unknown
0.2452281,0.44371003,3.2425486e-8,0.2730767,0.5683803,-0.01730654,0.34386826,0.65704906,-0.021738613,0.40524226,0.6268785,-0.026217612,0.4037197,0.5106951,-0.031393267,0.43924347,0.5816029,-0.012109452,0.5249507,0.5945763,-0.025680654,0.57426697,0.5986594,-0.036620595,0.6206472,0.5985107,-0.04807468,0.43632036,0.50620353,-0.020004455,0.4822721,0.54066926,-0.05005062,0.4059919,0.53700924,-0.05929384,0.36587942,0.52170205,-0.058041144,0.42582548,0.43987474,-0.029243289,0.46480495,0.46491566,-0.063539185,0.3900732,0.47700563,-0.059022374,0.35297218,0.46532542,-0.04592048,0.40876907,0.37096742,-0.039800737,0.45680892,0.40283957,-0.061709028,0.40433574,0.42843348,-0.051429965,0.3673739,0.42190143,-0.038902905,ba
0.17907862,0.2807722,1.1401584e-7,0.20565982,0.43910965,-0.036632672,0.27984792,0.5700969,-0.059175786,0.3511125,0.5330959,-0.08155022,0.36351427,0.38624832,-0.10258504,0.4625716,0.5081864,-0.04356082,0.5971747,0.5329342,-0.08200492,0.675221,0.540971,-0.1095419,0.7528204,0.53294367,-0.1339,0.46681538,0.39164615,-0.0563412,0.51285034,0.43564287,-0.11223569,0.39348894,0.43554908,-0.12826502,0.35211968,0.4243894,-0.12967466,0.45209315,0.28746852,-0.07271502,0.47813272,0.3168892,-0.13011566,0.36594483,0.33950046,-0.12004017,0.33249667,0.34222785,-0.10105298,0.4210844,0.18327741,-0.09266769,0.44413763,0.21755247,-0.12615214,0.36899912,0.2578011,-0.109232076,0.33891585,0.26743054,-0.09132536,ba
0.22248667,0.3722137,5.1175846e-7,0.26466247,0.48451623,-0.026358813,0.3454112,0.5330283,-0.03762433,0.39839393,0.44918066,-0.052163985,0.40148833,0.3456624,-0.06618664,0.46094462,0.48196295,-0.0035699636,0.5457868,0.48249322,-0.022514373,0.5992561,0.47282043,-0.039931785,0.6495926,0.4636686,-0.055099983,0.45896277,0.4027925,-0.016465575,0.55294263,0.40645933,-0.041740432,0.61345196,0.41447574,-0.06483189,0.6703422,0.4125322,-0.080861606,0.4353802,0.33117074,-0.034046654,0.4955699,0.33081165,-0.081211865,0.42657107,0.36424765,-0.094963975,0.37458798,0.37934038,-0.09154709,0.39732412,0.2662216,-0.054012828,0.4313765,0.28650102,-0.0923306,0.38507012,0.3249481,-0.09701599,0.3449685,0.34575558,-0.093555205,ta
0.3655813,0.27151972,1.2403694e-7,0.45581996,0.40061146,0.01612698,0.5448016,0.42097044,0.010717648,0.609201,0.42037886,-0.0059275697,0.6597595,0.4086862,-0.0211482,0.6159064,0.28648242,0.0044778762,0.6185276,0.45526072,-0.04038408,0.5751156,0.5381306,-0.070543505,0.5404163,0.6000268,-0.08865781,0.6065082,0.2516678,-0.026449177,0.59787893,0.4592431,-0.078625366,0.54938656,0.5500678,-0.10032209,0.508702,0.6142755,-0.10906609,0.5797204,0.23739402,-0.060837954,0.57121927,0.43988714,-0.11050529,0.531344,0.54126793,-0.12144261,0.4991651,0.61069864,-0.120093055,0.53878593,0.24603982,-0.09472589,0.5555542,0.38403627,-0.12940773,0.54849136,0.47201315,-0.14015128,0.5392593,0.5464771,-0.14347562,kha
0.45903,0.33845907,1.06005366e-7,0.46142426,0.4039031,-0.03520696,0.48370484,0.46872026,-0.057698183,0.50228506,0.5274763,-0.07532409,0.5119145,0.5843753,-0.0948152,0.52301294,0.41777548,-0.070515655,0.54178613,0.44681412,-0.10109278,0.5550951,0.4587092,-0.12118335,0.5711722,0.46765724,-0.13546185,0.52563334,0.36055884,-0.07007621,0.54623574,0.36225694,-0.10550204,0.5604988,0.35392332,-0.12480277,0.5737026,0.34139785,-0.13908467,0.51895523,0.30786484,-0.07060329,0.537571,0.28971383,-0.10618376,0.54783636,0.27007332,-0.12026542,0.5572423,0.2495218,-0.12888363,0.506247,0.25999418,-0.07288348,0.5218599,0.22489713,-0.10104604,0.5288153,0.19201328,-0.11067069,0.53740335,0.1641991,-0.11720257,unknown
0.37448058,0.23998421,7.7297614e-7,0.39207512,0.3645215,-0.0053169155,0.43765712,0.4894864,-0.017266762,0.4570199,0.590813,-0.0370924,0.45555595,0.6928377,-0.052778978,0.5587125,0.44614333,0.011446595,0.5994423,0.55452293,-0.0152296005,0.6149184,0.6359908,-0.033326507,0.6200485,0.70196664,-0.04251795,0.58252007,0.38989085,-0.009456021,0.65782183,0.5147118,-0.0401989,0.6632068,0.6095208,-0.050310116,0.6559699,0.6804753,-0.051163524,0.58668476,0.33823568,-0.035491288,0.5649031,0.4948534,-0.08052078,0.5040661,0.46109873,-0.073679015,0.47082868,0.41510195,-0.05484118,0.5671893,0.30744725,-0.06279377,0.5325829,0.4478511,-0.092310734,0.48324263,0.41546753,-0.08098395,0.46226168,0.36740425,-0.06447962,thal
0.24111223,0.3078426,5.992583e-7,0.2668739,0.4882295,-0.08066523,0.33587357,0.62580013,-0.118910216,0.39883462,0.7277966,-0.1499745,0.44781908,0.83388305,-0.18298611,0.5054039,0.52434707,-0.09348187,0.6198191,0.5965422,-0.1414388,0.6963935,0.63086206,-0.17802744,0.76652837,0.6518672,-0.20786662,0.528745,0.4196735,-0.09182451,0.6676343,0.44744778,-0.13837412,0.75922304,0.46132988,-0.17894982,0.84109384,0.46597746,-0.21231513,0.51692533,0.31212097,-0.09816765,0.6447838,0.30795845,-0.15252104,0.73307294,0.31176588,-0.19595107,0.8114418,0.3144321,-0.22770919,0.48037523,0.2085768,-0.11080888,0.5770924,0.14588358,-0.16860312,0.64485896,0.110954784,-0.20430036,0.70986193,0.08575442,-0.22921985,unknown
0.24856682,0.43553054,5.003868e-7,0.29238626,0.53723294,-0.028029142,0.35660198,0.58883834,-0.041293055,0.38675424,0.50295657,-0.056274306,0.3794293,0.39907324,-0.0724439,0.46117485,0.5267579,-0.012804894,0.5415267,0.52988946,-0.029689586,0.5895892,0.5272472,-0.044660404,0.6362249,0.52199525,-0.05658884,0.45491934,0.44943428,-0.023756854,0.5409304,0.4527702,-0.046866767,0.59323883,0.44784406,-0.06731534,0.6476866,0.4336057,-0.07944218,0.43225276,0.382557,-0.038866017,0.46191663,0.40076333,-0.082921326,0.39805767,0.43134123,-0.09678164,0.36229113,0.44206032,-0.092514046,0.39985007,0.32265428,-0.05581417,0.43988568,0.34380174,-0.08360128,0.39752373,0.38115403,-0.079963446,0.36322054,0.3993251,-0.071457095,ta
0.36391535,0.2786912,7.608863e-8,0.45207602,0.40154004,0.009715993,0.54028356,0.42016736,0.0033431791,0.60620224,0.41928855,-0.012845739,0.663967,0.40795177,-0.027938614,0.61275405,0.29761827,0.0023648066,0.6144493,0.46200868,-0.039560635,0.5776787,0.54853076,-0.06838763,0.5504444,0.6136534,-0.08653238,0.6014166,0.25929764,-0.02459249,0.5986558,0.46675944,-0.07327703,0.55651754,0.5601303,-0.093048505,0.5238019,0.62916744,-0.1013854,0.5743909,0.2415306,-0.055458132,0.5699705,0.4498949,-0.10260123,0.53790796,0.55485386,-0.112386025,0.5126856,0.6314778,-0.11133119,0.53320366,0.24906416,-0.08649286,0.5500902,0.39260927,-0.12032923,0.5453333,0.4836523,-0.13024074,0.53932863,0.56262666,-0.13325107,kha
0.35309952,0.20813717,8.761561e-7,0.3810915,0.3259241,-0.0006026104,0.43839622,0.44967428,-0.012069983,0.4629817,0.55503947,-0.03161667,0.46016178,0.6639038,-0.047162015,0.5654476,0.37560868,0.015232134,0.60562444,0.49322143,-0.011268546,0.6204783,0.58503646,-0.028929844,0.62361497,0.658738,-0.036923468,0.5862087,0.32032073,-0.007845857,0.67277074,0.4533214,-0.035858605,0.67960984,0.5501994,-0.04177662,0.6716623,0.6212477,-0.038608473,0.58387583,0.27622962,-0.035642285,0.57177263,0.45481238,-0.07768993,0.5027555,0.4305847,-0.06779598,0.46485448,0.38926002,-0.04670359,0.5572055,0.25919235,-0.064238414,0.53809273,0.41800562,-0.08954308,0.48561168,0.3914662,-0.07432821,0.46268708,0.3463433,-0.055150364,thal
